,average_price,total_volume,type,year,geography
11320,1.67,6866.1,organic,2017,South Carolina
11321,0.64,6687273.64,conventional,2017,South Central
11322,1.23,66616.54,organic,2017,South Central
11323,0.94,4655896.95,conventional,2017,Southeast
11324,1.43,49777.56,organic,2017,Southeast
11325,0.87,115041.61,conventional,2017,Spokane
11326,1.21,2869.96,organic,2017,Spokane
11327,1.11,144323.7,conventional,2017,St. Louis
11328,1.46,5850.8,organic,2017,St. Louis
11329,1.55,64284.03,conventional,2017,Syracuse
11330,1.7,1811.03,organic,2017,Syracuse
11331,0.93,578061.29,conventional,2017,Tampa
11332,1.22,5905.05,organic,2017,Tampa
11333,0.89,38879716.85,conventional,2017,Total U.S.
11334,1.48,808971.88,organic,2017,Total U.S.
11335,0.79,7360925.84,conventional,2017,West
11336,1.19,189700.7,organic,2017,West
11337,0.75,819748.75,conventional,2017,West Tex/New Mexico
11338,1.28,15307.87,organic,2017,West Tex/New Mexico
11339,1.55,91728.18,conventional,2017,Albany
11340,1.94,2229.52,organic,2017,Albany
11341,0.98,601546.19,conventional,2017,Atlanta
11342,1.74,8244.17,organic,2017,Atlanta
11343,1.14,1029279.83,conventional,2017,Baltimore/Washington
11344,1.85,17989.43,organic,2017,Baltimore/Washington
11345,1.02,103788.25,conventional,2017,Boise
11346,1.04,4137.35,organic,2017,Boise
11347,1.09,730358.49,conventional,2017,Boston
11348,1.95,17555.2,organic,2017,Boston
11349,1.37,158267.23,conventional,2017,Buffalo/Rochester
11350,1.73,3247.37,organic,2017,Buffalo/Rochester
11351,1.0,6653048.21,conventional,2017,California
11352,1.5,177777.4,organic,2017,California
11353,1.28,219338.92,conventional,2017,Charlotte
11354,1.49,11737.62,organic,2017,Charlotte
11355,1.16,822522.24,conventional,2017,Chicago
11356,1.81,28099.34,organic,2017,Chicago
11357,0.82,285027.21,conventional,2017,Cincinnati/Dayton
11358,1.07,12346.01,organic,2017,Cincinnati/Dayton
11359,0.86,226219.71,conventional,2017,Columbus
11360,1.56,4991.69,organic,2017,Columbus
11361,0.78,1247488.6,conventional,2017,Dallas/Ft. Worth
11362,1.02,24031.65,organic,2017,Dallas/Ft. Worth
11363,0.92,844689.96,conventional,2017,Denver
11364,0.8,39403.42,organic,2017,Denver
11365,0.9,470643.79,conventional,2017,Detroit
11366,1.74,8156.07,organic,2017,Detroit
11367,1.26,174079.23,conventional,2017,Grand Rapids
11368,1.52,2650.61,organic,2017,Grand Rapids
11369,0.99,4067134.96,conventional,2017,Great Lakes
11370,1.55,100134.77,organic,2017,Great Lakes
11371,1.3,275064.65,conventional,2017,Harrisburg/Scranton
11372,1.95,7366.35,organic,2017,Harrisburg/Scranton
11373,1.25,369468.59,conventional,2017,Hartford/Springfield
11374,2.43,9880.58,organic,2017,Hartford/Springfield
11375,0.57,1417208.02,conventional,2017,Houston
11376,1.07,20116.95,organic,2017,Houston
11377,0.86,222849.42,conventional,2017,Indianapolis
11378,1.6,2916.96,organic,2017,Indianapolis
11379,1.15,141693.33,conventional,2017,Jacksonville
11380,1.26,4079.99,organic,2017,Jacksonville
11381,0.81,411218.71,conventional,2017,Las Vegas
11382,1.22,10641.19,organic,2017,Las Vegas
11383,0.89,3120961.67,conventional,2017,Los Angeles
11384,1.19,112953.28,organic,2017,Los Angeles
11385,0.86,118310.74,conventional,2017,Louisville
11386,1.55,1822.94,organic,2017,Louisville
11387,1.4,522278.22,conventional,2017,Miami/Ft. Lauderdale
11388,1.23,6214.43,organic,2017,Miami/Ft. Lauderdale
11389,1.11,3454819.97,conventional,2017,Midsouth
11390,1.61,90503.81,organic,2017,Midsouth
11391,0.84,255094.17,conventional,2017,Nashville
11392,1.53,3165.75,organic,2017,Nashville
11393,1.1,230884.67,conventional,2017,New Orleans/Mobile
11394,1.26,5077.97,organic,2017,New Orleans/Mobile
11395,1.29,1532074.69,conventional,2017,New York
11396,2.15,42755.8,organic,2017,New York
11397,1.25,4691937.5,conventional,2017,Northeast
11398,1.99,132079.47,organic,2017,Northeast
11399,1.19,425000.71,conventional,2017,Northern New England
11400,1.86,12777.93,organic,2017,Northern New England
11401,1.28,301768.99,conventional,2017,Orlando
11402,1.26,6429.15,organic,2017,Orlando
11403,1.39,435745.77,conventional,2017,Philadelphia
11404,2.04,10230.13,organic,2017,Philadelphia
11405,0.73,1138871.92,conventional,2017,Phoenix/Tucson
11406,1.4,13244.8,organic,2017,Phoenix/Tucson
11407,1.02,152780.85,conventional,2017,Pittsburgh
11408,1.45,8985.72,organic,2017,Pittsburgh
11409,1.06,1890389.78,conventional,2017,Plains
11410,1.67,56310.43,organic,2017,Plains
11411,0.85,877646.01,conventional,2017,Portland
11412,1.01,47556.69,organic,2017,Portland
11413,1.22,305194.22,conventional,2017,Raleigh/Greensboro
11414,1.52,11276.02,organic,2017,Raleigh/Greensboro
11415,1.18,275129.35,conventional,2017,Richmond/Norfolk
11416,1.48,8071.93,organic,2017,Richmond/Norfolk
11417,1.13,146072.21,conventional,2017,Roanoke
11418,1.61,5241.2,organic,2017,Roanoke
11419,1.15,506805.15,conventional,2017,Sacramento
11420,2.15,5692.25,organic,2017,Sacramento
11421,0.96,582835.25,conventional,2017,San Diego
11422,1.52,16775.97,organic,2017,San Diego
11423,1.22,953770.46,conventional,2017,San Francisco
11424,2.58,18096.56,organic,2017,San Francisco
11425,0.8,938061.93,conventional,2017,Seattle
11426,1.23,50943.98,organic,2017,Seattle
11427,1.15,352660.2,conventional,2017,South Carolina
11428,1.48,9552.09,organic,2017,South Carolina
11429,0.74,6347964.79,conventional,2017,South Central
11430,1.1,104424.88,organic,2017,South Central
11431,1.17,3512131.09,conventional,2017,Southeast
11432,1.41,61788.03,organic,2017,Southeast
11433,0.78,144931.3,conventional,2017,Spokane
11434,1.16,4113.7,organic,2017,Spokane
11435,1.11,152614.52,conventional,2017,St. Louis
11436,1.67,4065.65,organic,2017,St. Louis
11437,1.43,67353.38,conventional,2017,Syracuse
11438,1.7,2443.57,organic,2017,Syracuse
11439,1.27,351707.78,conventional,2017,Tampa
11440,1.21,6520.7,organic,2017,Tampa
11441,0.99,38049802.62,conventional,2017,Total U.S.
11442,1.43,990721.83,organic,2017,Total U.S.
11443,0.86,7432376.14,conventional,2017,West
11444,1.09,267702.99,organic,2017,West
11445,0.76,954821.31,conventional,2017,West Tex/New Mexico
11446,1.18,14375.39,organic,2017,West Tex/New Mexico
11447,1.55,88526.26,conventional,2017,Albany
11448,1.84,1982.65,organic,2017,Albany
11449,0.99,557377.82,conventional,2017,Atlanta
11450,1.62,6291.29,organic,2017,Atlanta
11451,1.48,749510.72,conventional,2017,Baltimore/Washington
11452,1.82,20759.34,organic,2017,Baltimore/Washington
11453,1.0,94156.43,conventional,2017,Boise
11454,1.06,3071.87,organic,2017,Boise
11455,1.3,577976.65,conventional,2017,Boston
11456,1.88,17012.28,organic,2017,Boston
11457,1.29,168230.55,conventional,2017,Buffalo/Rochester
11458,1.58,4158.47,organic,2017,Buffalo/Rochester
11459,0.93,6656554.36,conventional,2017,California
11460,1.66,142739.21,organic,2017,California
11461,1.37,196897.85,conventional,2017,Charlotte
11462,1.5,10672.07,organic,2017,Charlotte
11463,1.23,776820.81,conventional,2017,Chicago
11464,1.85,38542.5,organic,2017,Chicago
11465,0.76,346523.78,conventional,2017,Cincinnati/Dayton
11466,1.88,6349.77,organic,2017,Cincinnati/Dayton
11467,0.97,200226.42,conventional,2017,Columbus
11468,1.73,5148.98,organic,2017,Columbus
11469,0.7,1389716.89,conventional,2017,Dallas/Ft. Worth
11470,1.04,19472.79,organic,2017,Dallas/Ft. Worth
11471,1.04,808771.72,conventional,2017,Denver
11472,0.73,50686.37,organic,2017,Denver
11473,0.98,397115.64,conventional,2017,Detroit
11474,1.88,7875.36,organic,2017,Detroit
11475,1.29,166158.43,conventional,2017,Grand Rapids
11476,1.75,1427.36,organic,2017,Grand Rapids
11477,1.05,3893220.87,conventional,2017,Great Lakes
11478,1.7,103487.72,organic,2017,Great Lakes
11479,1.44,251547.43,conventional,2017,Harrisburg/Scranton
11480,1.88,8630.41,organic,2017,Harrisburg/Scranton
11481,1.43,284386.03,conventional,2017,Hartford/Springfield
11482,2.43,11203.27,organic,2017,Hartford/Springfield
11483,0.53,1613159.67,conventional,2017,Houston
11484,0.95,30698.94,organic,2017,Houston
11485,0.96,210793.64,conventional,2017,Indianapolis
11486,1.31,4021.54,organic,2017,Indianapolis
11487,1.16,191122.29,conventional,2017,Jacksonville
11488,1.25,4618.57,organic,2017,Jacksonville
11489,0.78,419687.35,conventional,2017,Las Vegas
11490,1.39,9442.83,organic,2017,Las Vegas
11491,0.76,3363407.98,conventional,2017,Los Angeles
11492,1.3,86845.72,organic,2017,Los Angeles
11493,1.06,89361.43,conventional,2017,Louisville
11494,1.6,1959.1,organic,2017,Louisville
11495,1.34,588482.19,conventional,2017,Miami/Ft. Lauderdale
11496,1.19,7707.31,organic,2017,Miami/Ft. Lauderdale
11497,1.23,3034320.24,conventional,2017,Midsouth
11498,1.67,88279.56,organic,2017,Midsouth
11499,0.89,251914.74,conventional,2017,Nashville
11500,1.54,2962.13,organic,2017,Nashville
11501,1.01,291083.26,conventional,2017,New Orleans/Mobile
11502,1.3,3873.46,organic,2017,New Orleans/Mobile
11503,1.38,1384264.04,conventional,2017,New York
11504,2.09,42233.25,organic,2017,New York
11505,1.36,4250958.55,conventional,2017,Northeast
11506,1.94,134840.81,organic,2017,Northeast
11507,1.25,421262.96,conventional,2017,Northern New England
11508,1.77,10857.24,organic,2017,Northern New England
11509,1.27,356960.5,conventional,2017,Orlando
11510,1.26,7323.72,organic,2017,Orlando
11511,1.44,435740.48,conventional,2017,Philadelphia
11512,2.0,11538.53,organic,2017,Philadelphia
11513,0.6,1470187.14,conventional,2017,Phoenix/Tucson
11514,1.49,11582.83,organic,2017,Phoenix/Tucson
11515,1.08,168143.15,conventional,2017,Pittsburgh
11516,1.47,7911.58,organic,2017,Pittsburgh
11517,1.05,2064194.02,conventional,2017,Plains
11518,1.56,64677.46,organic,2017,Plains
11519,0.85,758125.51,conventional,2017,Portland
11520,0.98,42695.84,organic,2017,Portland
11521,1.27,277248.48,conventional,2017,Raleigh/Greensboro
11522,1.62,10210.4,organic,2017,Raleigh/Greensboro
11523,1.15,261313.02,conventional,2017,Richmond/Norfolk
11524,1.56,6047.0,organic,2017,Richmond/Norfolk
11525,1.06,158063.43,conventional,2017,Roanoke
11526,1.6,5398.97,organic,2017,Roanoke
11527,1.2,469431.68,conventional,2017,Sacramento
11528,2.31,5267.55,organic,2017,Sacramento
11529,0.87,580190.82,conventional,2017,San Diego
11530,1.82,11578.42,organic,2017,San Diego
11531,1.23,848267.19,conventional,2017,San Francisco
11532,2.7,17202.67,organic,2017,San Francisco
11533,0.93,755537.27,conventional,2017,Seattle
11534,1.25,48313.72,organic,2017,Seattle
11535,1.14,369916.29,conventional,2017,South Carolina
11536,1.45,9692.83,organic,2017,South Carolina
11537,0.68,7103726.14,conventional,2017,South Central
11538,1.06,109017.25,organic,2017,South Central
11539,1.17,3843139.76,conventional,2017,Southeast
11540,1.36,63939.14,organic,2017,Southeast
11541,0.93,107376.76,conventional,2017,Spokane
11542,1.17,4471.01,organic,2017,Spokane
11543,1.11,183270.4,conventional,2017,St. Louis
11544,1.45,7588.47,organic,2017,St. Louis
11545,1.4,68598.22,conventional,2017,Syracuse
11546,1.53,3179.45,organic,2017,Syracuse
11547,1.24,425887.79,conventional,2017,Tampa
11548,1.21,7526.04,organic,2017,Tampa
11549,0.98,38295488.31,conventional,2017,Total U.S.
11550,1.44,975724.28,organic,2017,Total U.S.
11551,0.85,7449374.27,conventional,2017,West
11552,1.06,268743.11,organic,2017,West
11553,0.73,1068598.28,conventional,2017,West Tex/New Mexico
11554,1.19,17014.23,organic,2017,West Tex/New Mexico
11555,1.59,128679.24,conventional,2017,Albany
11556,1.82,1897.07,organic,2017,Albany
11557,0.84,755472.09,conventional,2017,Atlanta
11558,1.62,7484.99,organic,2017,Atlanta
11559,1.42,826941.93,conventional,2017,Baltimore/Washington
11560,1.85,18486.41,organic,2017,Baltimore/Washington
11561,1.01,88317.73,conventional,2017,Boise
11562,1.06,3083.38,organic,2017,Boise
11563,1.26,663735.14,conventional,2017,Boston
11564,1.93,15417.31,organic,2017,Boston
11565,1.34,160924.52,conventional,2017,Buffalo/Rochester
11566,1.5,2590.39,organic,2017,Buffalo/Rochester
11567,0.76,8153340.48,conventional,2017,California
11568,1.53,136422.97,organic,2017,California
11569,1.18,247754.7,conventional,2017,Charlotte
11570,1.48,8443.85,organic,2017,Charlotte
11571,1.21,845065.66,conventional,2017,Chicago
11572,1.51,47561.03,organic,2017,Chicago
11573,0.69,380429.31,conventional,2017,Cincinnati/Dayton
11574,1.58,7209.5,organic,2017,Cincinnati/Dayton
11575,0.91,197072.56,conventional,2017,Columbus
11576,0.94,11258.65,organic,2017,Columbus
11577,0.7,1382964.89,conventional,2017,Dallas/Ft. Worth
11578,1.03,29547.04,organic,2017,Dallas/Ft. Worth
11579,1.03,906838.4,conventional,2017,Denver
11580,0.98,29282.55,organic,2017,Denver
11581,0.84,616589.93,conventional,2017,Detroit
11582,0.77,19452.17,organic,2017,Detroit
11583,0.92,322366.88,conventional,2017,Grand Rapids
11584,1.52,2693.59,organic,2017,Grand Rapids
11585,0.95,4696372.14,conventional,2017,Great Lakes
11586,1.19,155334.45,organic,2017,Great Lakes
11587,1.4,266851.77,conventional,2017,Harrisburg/Scranton
11588,1.76,8360.08,organic,2017,Harrisburg/Scranton
11589,1.47,332672.05,conventional,2017,Hartford/Springfield
11590,2.44,9583.77,organic,2017,Hartford/Springfield
11591,0.68,1119168.1,conventional,2017,Houston
11592,0.94,35076.15,organic,2017,Houston
11593,0.93,204570.78,conventional,2017,Indianapolis
11594,0.84,7308.25,organic,2017,Indianapolis
11595,0.91,246514.81,conventional,2017,Jacksonville
11596,1.23,4964.5,organic,2017,Jacksonville
11597,0.79,382850.78,conventional,2017,Las Vegas
11598,1.34,10312.75,organic,2017,Las Vegas
11599,0.62,4215552.57,conventional,2017,Los Angeles
11600,1.27,77418.61,organic,2017,Los Angeles
11601,0.94,127597.75,conventional,2017,Louisville
11602,1.31,2097.61,organic,2017,Louisville
11603,1.05,793514.22,conventional,2017,Miami/Ft. Lauderdale
11604,1.19,5887.98,organic,2017,Miami/Ft. Lauderdale
11605,1.17,3394184.15,conventional,2017,Midsouth
11606,1.49,96918.39,organic,2017,Midsouth
11607,0.87,251189.52,conventional,2017,Nashville
11608,0.86,6627.34,organic,2017,Nashville
11609,1.06,267331.27,conventional,2017,New Orleans/Mobile
11610,1.31,4028.29,organic,2017,New Orleans/Mobile
11611,1.48,1721917.04,conventional,2017,New York
11612,2.05,49056.11,organic,2017,New York
11613,1.39,5007356.22,conventional,2017,Northeast
11614,1.93,135079.52,organic,2017,Northeast
11615,1.17,502345.31,conventional,2017,Northern New England
11616,1.89,13492.85,organic,2017,Northern New England
11617,1.0,481274.0,conventional,2017,Orlando
11618,1.26,6741.5,organic,2017,Orlando
11619,1.51,489345.23,conventional,2017,Philadelphia
11620,2.0,10199.77,organic,2017,Philadelphia
11621,0.54,1601222.68,conventional,2017,Phoenix/Tucson
11622,1.59,10333.37,organic,2017,Phoenix/Tucson
11623,1.04,159303.6,conventional,2017,Pittsburgh
11624,1.4,8828.82,organic,2017,Pittsburgh
11625,1.09,1812652.88,conventional,2017,Plains
11626,1.57,55867.65,organic,2017,Plains
11627,0.87,711564.14,conventional,2017,Portland
11628,0.96,37742.57,organic,2017,Portland
11629,1.14,326997.65,conventional,2017,Raleigh/Greensboro
11630,1.59,10830.75,organic,2017,Raleigh/Greensboro
11631,1.13,286641.35,conventional,2017,Richmond/Norfolk
11632,1.27,8066.77,organic,2017,Richmond/Norfolk
11633,1.04,163498.85,conventional,2017,Roanoke
11634,1.16,7525.89,organic,2017,Roanoke
11635,0.98,532733.04,conventional,2017,Sacramento
11636,1.89,6015.68,organic,2017,Sacramento
11637,0.74,695873.15,conventional,2017,San Diego
11638,1.73,10842.77,organic,2017,San Diego
11639,0.94,1089513.11,conventional,2017,San Francisco
11640,2.03,20441.93,organic,2017,San Francisco
11641,0.85,865893.82,conventional,2017,Seattle
11642,1.32,39780.18,organic,2017,Seattle
11643,1.0,451738.89,conventional,2017,South Carolina
11644,1.44,8519.07,organic,2017,South Carolina
11645,0.74,6207638.5,conventional,2017,South Central
11646,1.02,147163.14,organic,2017,South Central
11647,0.97,4992701.64,conventional,2017,Southeast
11648,1.36,58686.47,organic,2017,Southeast
11649,0.88,113430.5,conventional,2017,Spokane
11650,1.28,3750.22,organic,2017,Spokane
11651,1.14,155424.95,conventional,2017,St. Louis
11652,1.4,6534.61,organic,2017,St. Louis
11653,1.52,79859.72,conventional,2017,Syracuse
11654,1.57,1880.89,organic,2017,Syracuse
11655,1.0,547800.42,conventional,2017,Tampa
11656,1.2,6939.71,organic,2017,Tampa
11657,0.94,42140393.39,conventional,2017,Total U.S.
11658,1.37,994282.98,organic,2017,Total U.S.
11659,0.82,7876147.38,conventional,2017,West
11660,1.2,208810.31,organic,2017,West
11661,0.67,1100953.14,conventional,2017,West Tex/New Mexico
11662,1.21,16430.64,organic,2017,West Tex/New Mexico
11663,1.31,95424.59,conventional,2017,Albany
11664,1.86,1795.81,organic,2017,Albany
11665,0.95,627695.79,conventional,2017,Atlanta
11666,1.53,7330.86,organic,2017,Atlanta
11667,1.46,781538.81,conventional,2017,Baltimore/Washington
11668,1.85,17293.49,organic,2017,Baltimore/Washington
11669,0.93,105132.82,conventional,2017,Boise
11670,1.06,3212.37,organic,2017,Boise
11671,1.32,604106.12,conventional,2017,Boston
11672,1.9,15270.59,organic,2017,Boston
11673,1.37,163136.7,conventional,2017,Buffalo/Rochester
11674,1.61,2348.77,organic,2017,Buffalo/Rochester
11675,0.76,8055482.07,conventional,2017,California
11676,1.44,165225.54,organic,2017,California
11677,1.33,213609.12,conventional,2017,Charlotte
11678,1.5,10053.43,organic,2017,Charlotte
11679,1.1,830499.38,conventional,2017,Chicago
11680,1.51,44735.4,organic,2017,Chicago
11681,0.71,325944.73,conventional,2017,Cincinnati/Dayton
11682,0.8,15828.0,organic,2017,Cincinnati/Dayton
11683,1.06,163084.68,conventional,2017,Columbus
11684,1.49,6971.41,organic,2017,Columbus
11685,0.73,1306293.11,conventional,2017,Dallas/Ft. Worth
11686,1.16,23208.81,organic,2017,Dallas/Ft. Worth
11687,1.05,887964.38,conventional,2017,Denver
11688,1.49,18341.33,organic,2017,Denver
11689,1.01,381506.2,conventional,2017,Detroit
11690,1.54,7850.52,organic,2017,Detroit
11691,1.29,168252.2,conventional,2017,Grand Rapids
11692,1.67,1626.47,organic,2017,Grand Rapids
11693,1.01,3799154.1,conventional,2017,Great Lakes
11694,1.35,129565.39,organic,2017,Great Lakes
